time,temperature_2m (°C),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-09-15T13:00,12.8,0.00,0.00,19.1,176,33.5,11.7
2023-09-15T14:00,13.2,0.00,0.00,20.2,189,35.6,11.7
2023-09-15T15:00,12.8,0.00,0.00,15.5,195,34.2,11.8
2023-09-15T16:00,12.6,0.00,0.00,8.6,204,25.9,11.2
2023-09-15T17:00,12.1,0.00,0.00,3.6,159,14.0,10.5
2023-09-15T18:00,11.5,0.00,0.00,6.8,117,10.8,10.1
2023-09-15T19:00,11.2,0.00,0.00,8.6,112,13.7,10.2
2023-09-15T20:00,10.9,0.00,0.00,11.2,103,17.3,10.0
2023-09-15T21:00,11.2,0.00,0.00,11.9,123,20.2,9.7
2023-09-15T22:00,10.6,0.00,0.00,13.0,156,22.0,9.8
2023-09-15T23:00,11.3,0.00,0.00,15.1,155,25.2,10.0
2023-09-16T00:00,11.3,0.00,0.00,18.0,166,29.9,10.2
2023-09-16T01:00,11.3,0.10,0.00,20.2,160,34.6,10.1
2023-09-16T02:00,11.1,0.10,0.00,30.2,189,51.8,10.2
2023-09-16T03:00,10.8,0.10,0.00,25.2,155,43.2,10.2
2023-09-16T04:00,10.6,1.20,0.00,30.2,167,52.2,10.5
2023-09-16T05:00,10.4,1.50,0.00,40.3,176,69.8,10.3
2023-09-16T06:00,10.6,1.80,0.00,36.7,197,74.9,10.3
2023-09-16T07:00,11.2,1.00,0.00,39.6,204,68.4,10.9
2023-09-16T08:00,11.9,0.00,0.00,35.6,227,67.0,11.0
2023-09-16T09:00,12.4,0.00,0.00,31.7,232,59.8,11.2
2023-09-16T10:00,12.8,0.00,0.00,32.4,233,54.0,11.4
2023-09-16T11:00,11.7,0.00,0.00,34.9,252,59.0,11.5
2023-09-16T12:00,11.7,0.00,0.00,31.7,278,56.2,11.4
2023-09-16T13:00,11.8,0.00,0.00,29.5,291,51.1,11.0
2023-09-16T14:00,10.6,0.30,0.00,33.8,298,54.7,10.8
2023-09-16T15:00,10.1,0.70,0.00,29.2,305,48.6,10.7
2023-09-16T16:00,10.1,0.40,0.00,27.7,302,47.9,10.4
2023-09-16T17:00,9.7,0.20,0.00,31.7,304,50.8,10.2
2023-09-16T18:00,9.8,0.20,0.00,29.9,317,54.4,9.9
2023-09-16T19:00,9.5,0.00,0.00,28.1,320,47.9,9.5
2023-09-16T20:00,9.3,0.10,0.00,24.5,322,44.6,9.5
2023-09-16T21:00,9.2,0.00,0.00,19.1,322,37.1,9.1
2023-09-16T22:00,9.2,0.00,0.00,17.6,321,31.0,8.9
2023-09-16T23:00,9.3,0.00,0.00,14.8,321,28.1,8.8
2023-09-17T00:00,8.7,0.00,0.00,18.0,313,29.5,8.5
2023-09-17T01:00,8.8,0.00,0.00,16.6,308,28.8,8.7
2023-09-17T02:00,8.5,0.00,0.00,15.5,304,26.6,8.7
2023-09-17T03:00,8.9,0.00,0.00,17.3,316,28.1,8.5
2023-09-17T04:00,8.6,0.00,0.00,13.0,325,27.7,8.4
2023-09-17T05:00,8.6,0.00,0.00,13.7,314,21.6,8.2
2023-09-17T06:00,8.5,0.00,0.00,11.2,315,24.1,8.7
2023-09-17T07:00,8.8,0.00,0.00,10.8,298,18.0,9.5
2023-09-17T08:00,9.6,0.00,0.00,8.3,341,19.4,10.5
2023-09-17T09:00,10.6,0.00,0.00,5.8,299,16.9,11.1
2023-09-17T10:00,11.3,0.00,0.00,7.6,269,16.6,11.4
2023-09-17T11:00,11.6,0.00,0.00,10.1,247,18.4,11.6
2023-09-17T12:00,11.8,0.00,0.00,10.8,228,20.5,11.7
2023-09-17T13:00,12.2,0.00,0.00,13.7,231,24.5,11.9
2023-09-17T14:00,11.9,0.00,0.00,10.4,230,24.1,11.6
2023-09-17T15:00,11.7,0.00,0.00,13.3,220,24.1,11.2
2023-09-17T16:00,11.2,0.00,0.00,11.9,214,23.4,10.4
2023-09-17T17:00,10.4,0.00,0.00,11.2,206,19.8,9.9
2023-09-17T18:00,9.3,0.00,0.00,9.7,196,19.4,9.1
2023-09-17T19:00,8.2,0.00,0.00,7.6,189,15.8,8.9
2023-09-17T20:00,8.1,0.00,0.00,8.6,153,14.0,8.8
2023-09-17T21:00,8.0,0.00,0.00,8.6,148,14.0,8.7
2023-09-17T22:00,8.1,0.00,0.00,7.2,112,13.7,8.3
2023-09-17T23:00,8.4,0.00,0.00,8.6,90,14.0,8.6
2023-09-18T00:00,8.6,0.00,0.00,7.9,85,14.8,8.7
2023-09-18T01:00,8.4,0.00,0.00,7.2,91,12.6,8.5
2023-09-18T02:00,8.1,0.00,0.00,6.5,102,11.2,8.3
2023-09-18T03:00,8.0,0.00,0.00,7.6,93,10.8,7.8
2023-09-18T04:00,8.3,0.00,0.00,7.2,91,11.2,7.5
2023-09-18T05:00,8.5,0.00,0.00,7.2,93,10.8,7.6
2023-09-18T06:00,8.7,0.00,0.00,7.6,85,11.2,8.5
2023-09-18T07:00,9.8,0.00,0.00,7.2,74,12.2,9.6
2023-09-18T08:00,11.3,0.00,0.00,9.7,72,16.6,10.4
2023-09-18T09:00,12.1,0.00,0.00,8.3,73,16.9,11.3
2023-09-18T10:00,13.1,0.00,0.00,5.0,87,14.8,12.0
2023-09-18T11:00,13.9,0.00,0.00,4.3,82,10.8,12.4
2023-09-18T12:00,14.5,0.00,0.00,5.0,62,11.9,13.1
2023-09-18T13:00,14.8,0.00,0.00,5.8,75,12.6,13.1
2023-09-18T14:00,15.0,0.00,0.00,6.1,82,13.7,12.9
2023-09-18T15:00,14.8,0.00,0.00,6.8,68,13.0,12.8
2023-09-18T16:00,14.2,0.00,0.00,10.1,63,16.2,12.0
2023-09-18T17:00,13.3,0.00,0.00,9.0,75,16.6,11.7
2023-09-18T18:00,12.7,0.00,0.00,10.1,74,17.3,11.2
2023-09-18T19:00,13.2,0.00,0.00,12.2,75,21.6,10.9
2023-09-18T20:00,13.0,0.00,0.00,11.2,86,20.2,10.4
2023-09-18T21:00,12.9,0.00,0.00,11.2,82,20.9,10.7
2023-09-18T22:00,13.1,0.00,0.00,12.2,84,19.4,10.8
2023-09-18T23:00,13.1,0.00,0.00,12.6,80,20.9,10.5
2023-09-19T00:00,13.0,0.00,0.00,12.6,84,20.9,10.8
2023-09-19T01:00,12.8,0.00,0.00,11.9,88,20.9,10.8
2023-09-19T02:00,12.7,0.00,0.00,10.8,87,19.4,10.9
2023-09-19T03:00,12.1,0.00,0.00,10.4,90,20.9,10.7
2023-09-19T04:00,12.1,0.30,0.00,11.5,131,20.5,10.7
2023-09-19T05:00,11.8,0.50,0.00,9.0,102,19.4,10.8
2023-09-19T06:00,11.8,0.10,0.00,11.2,83,17.6,10.9
2023-09-19T07:00,12.5,0.00,0.00,11.9,80,19.4,11.1
2023-09-19T08:00,12.9,0.00,0.00,10.1,80,19.1,11.6
2023-09-19T09:00,13.4,0.00,0.00,12.6,75,20.5,12.2
2023-09-19T10:00,15.0,0.00,0.00,10.1,76,20.2,12.9
2023-09-19T11:00,15.6,0.00,0.00,10.1,81,16.9,13.1
2023-09-19T12:00,16.6,0.00,0.00,12.2,80,22.3,14.3
2023-09-19T13:00,16.4,0.00,0.00,11.5,69,21.2,14.1
2023-09-19T14:00,16.9,0.00,0.00,14.4,66,24.5,13.9
2023-09-19T15:00,16.2,0.00,0.00,16.2,66,27.4,13.1
2023-09-19T16:00,16.2,0.00,0.00,20.2,71,33.5,12.7
2023-09-19T17:00,15.1,0.00,0.00,22.3,75,37.1,12.3
2023-09-19T18:00,14.7,0.20,0.00,23.4,77,39.2,12.0
2023-09-19T19:00,13.4,1.20,0.00,20.5,76,38.5,12.0
2023-09-19T20:00,13.1,0.50,0.00,21.6,78,36.0,11.8
2023-09-19T21:00,12.2,1.20,0.00,22.3,78,37.1,11.7
2023-09-19T22:00,11.7,1.00,0.00,17.6,87,36.7,11.5
2023-09-19T23:00,11.2,1.30,0.00,14.8,110,28.4,11.4
2023-09-20T00:00,11.0,1.30,0.00,20.5,157,34.6,11.3
2023-09-20T01:00,10.8,2.00,0.00,22.3,159,40.0,11.1
2023-09-20T02:00,10.6,1.70,0.00,23.8,168,41.0,11.1
2023-09-20T03:00,10.5,1.00,0.00,17.3,128,38.5,11.1
2023-09-20T04:00,10.2,0.40,0.00,16.9,82,29.5,11.0
2023-09-20T05:00,10.0,0.20,0.00,21.2,74,34.9,10.8
2023-09-20T06:00,9.8,0.00,0.00,22.3,71,37.1,10.8
2023-09-20T07:00,9.9,0.00,0.00,22.7,74,38.2,10.7
2023-09-20T08:00,10.1,0.00,0.00,21.2,72,37.8,11.2
2023-09-20T09:00,10.4,0.00,0.00,19.8,69,34.2,11.2
2023-09-20T10:00,10.8,0.00,0.00,19.8,72,34.6,10.9
2023-09-20T11:00,10.4,0.00,0.00,15.8,70,33.5,10.7
2023-09-20T12:00,10.1,0.00,0.00,14.8,69,25.6,10.9
2023-09-20T13:00,9.8,0.00,0.00,16.9,74,28.1,10.5
2023-09-20T14:00,9.5,0.00,0.00,11.9,77,28.4,10.3
2023-09-20T15:00,9.2,0.00,0.00,11.5,71,23.8,9.9
2023-09-20T16:00,9.3,0.00,0.00,9.7,110,21.2,9.7
2023-09-20T17:00,10.2,0.00,0.00,10.4,152,19.8,9.5
2023-09-20T18:00,9.7,0.10,0.00,15.5,164,25.9,9.5
2023-09-20T19:00,8.0,0.20,0.00,13.7,145,27.0,9.4
2023-09-20T20:00,7.9,0.80,0.00,18.4,115,32.8,9.3
2023-09-20T21:00,8.0,0.00,0.00,18.7,109,32.0,9.2
2023-09-20T22:00,8.6,0.00,0.00,19.1,112,32.8,9.2
2023-09-20T23:00,8.9,0.00,0.00,19.1,115,33.1,9.0
2023-09-21T00:00,9.1,0.00,0.00,19.4,109,33.1,8.8
2023-09-21T01:00,9.5,0.00,0.00,25.9,128,44.6,8.8
2023-09-21T02:00,9.4,0.00,0.00,28.4,127,49.0,8.8
2023-09-21T03:00,9.3,0.00,0.00,24.1,111,46.1,8.9
2023-09-21T04:00,9.2,0.00,0.00,21.2,108,41.0,8.9
2023-09-21T05:00,9.3,0.00,0.00,27.0,125,46.4,9.0
2023-09-21T06:00,9.5,0.00,0.00,25.9,120,44.3,8.9
2023-09-21T07:00,9.1,0.00,0.00,25.9,124,49.0,8.9
2023-09-21T08:00,9.3,0.00,0.00,21.2,116,44.3,9.1
2023-09-21T09:00,9.4,1.40,0.00,20.9,117,36.7,9.1
2023-09-21T10:00,9.9,2.00,0.00,22.0,116,38.5,9.4
2023-09-21T11:00,10.1,0.30,0.00,24.1,117,41.0,9.5
2023-09-21T12:00,10.3,0.20,0.00,27.0,123,47.2,9.6
2023-09-21T13:00,10.6,0.70,0.00,24.1,119,46.4,9.5
2023-09-21T14:00,10.8,0.70,0.00,20.9,117,41.4,9.5
2023-09-21T15:00,9.8,1.90,0.00,22.0,96,37.1,9.4
2023-09-21T16:00,9.6,2.20,0.00,16.9,74,40.0,9.4
2023-09-21T17:00,9.3,0.70,0.00,8.3,66,27.7,9.5
2023-09-21T18:00,9.6,0.20,0.00,2.9,141,20.9,9.6
2023-09-21T19:00,10.1,0.00,0.00,27.4,201,46.1,9.7
2023-09-21T20:00,10.5,0.00,0.00,20.9,209,47.9,9.8
2023-09-21T21:00,10.5,0.00,0.00,15.1,191,29.5,10.2
2023-09-21T22:00,10.7,0.00,0.00,13.7,200,25.9,10.5
2023-09-21T23:00,11.1,0.00,0.00,9.7,204,23.0,10.3
2023-09-22T00:00,11.2,0.00,0.00,6.8,184,15.1,10.5
2023-09-22T01:00,11.4,0.00,0.00,8.6,176,14.4,10.2
2023-09-22T02:00,11.2,0.00,0.00,6.1,184,14.0,10.3
2023-09-22T03:00,10.8,0.00,0.00,2.9,63,8.3,9.9
2023-09-22T04:00,10.7,0.00,0.00,4.0,56,6.5,10.3
2023-09-22T05:00,10.7,0.00,0.00,7.9,342,11.9,10.3
2023-09-22T06:00,11.0,0.00,0.00,9.4,32,15.8,10.4
2023-09-22T07:00,11.2,0.00,0.00,12.6,51,20.9,10.7
2023-09-22T08:00,11.5,0.40,0.00,9.0,45,20.9,10.8
2023-09-22T09:00,11.5,0.60,0.00,13.0,24,20.9,10.9
2023-09-22T10:00,11.6,1.90,0.00,14.8,25,23.8,10.9
2023-09-22T11:00,11.7,1.40,0.00,16.9,27,29.5,10.9
2023-09-22T12:00,11.8,0.90,0.00,15.1,14,26.3,10.9
2023-09-22T13:00,11.7,0.20,0.00,21.6,19,34.9,10.7
2023-09-22T14:00,11.6,0.20,0.00,22.0,10,36.0,10.7
2023-09-22T15:00,11.3,0.70,0.00,30.6,5,49.0,10.5
2023-09-22T16:00,10.9,1.40,0.00,30.6,2,50.4,10.5
2023-09-22T17:00,10.8,1.00,0.00,32.4,9,52.2,10.4
2023-09-22T18:00,10.8,0.00,0.00,28.8,14,51.1,10.4
2023-09-22T19:00,11.0,0.00,0.00,26.6,12,46.8,10.2
2023-09-22T20:00,11.2,0.00,0.00,23.8,2,44.3,10.1
2023-09-22T21:00,11.0,0.00,0.00,23.8,349,39.6,10.1
2023-09-22T22:00,10.8,0.00,0.00,21.2,349,38.5,10.1
2023-09-22T23:00,10.7,0.00,0.00,16.2,353,33.8,10.0
2023-09-23T00:00,10.6,0.00,0.00,11.9,358,24.1,10.0
2023-09-23T01:00,10.2,0.00,0.00,9.4,358,19.1,9.8
2023-09-23T02:00,10.7,0.00,0.00,9.7,356,16.9,9.7
2023-09-23T03:00,10.3,0.00,0.00,6.1,10,17.3,9.9
2023-09-23T04:00,10.2,0.00,0.00,6.5,348,11.2,9.9
2023-09-23T05:00,10.2,0.00,0.00,6.8,345,10.4,9.9
2023-09-23T06:00,10.2,0.00,0.00,4.3,1,11.5,9.8
2023-09-23T07:00,10.4,0.00,0.00,2.5,144,6.8,10.4
2023-09-23T08:00,10.8,0.00,0.00,1.1,242,4.7,11.0
2023-09-23T09:00,12.0,0.00,0.00,5.4,4,10.1,11.3
2023-09-23T10:00,12.4,0.00,0.00,6.8,3,14.0,11.5
2023-09-23T11:00,12.5,0.00,0.00,8.3,359,16.6,11.5
2023-09-23T12:00,12.2,0.00,0.00,13.3,2,23.4,12.1
2023-09-23T13:00,12.2,0.00,0.00,11.2,21,25.2,11.5
2023-09-23T14:00,12.1,0.00,0.00,10.4,22,20.2,11.5
2023-09-23T15:00,11.5,0.00,0.00,11.2,19,20.2,11.0
2023-09-23T16:00,10.9,0.00,0.00,9.7,28,19.4,10.5
2023-09-23T17:00,9.8,0.00,0.00,6.5,16,15.8,9.9
2023-09-23T18:00,9.5,0.00,0.00,7.9,25,12.6,9.6
2023-09-23T19:00,9.1,0.00,0.00,7.6,25,12.6,9.5
2023-09-23T20:00,8.6,0.00,0.00,6.8,30,11.9,9.3
2023-09-23T21:00,8.3,0.00,0.00,5.4,37,9.4,9.3
2023-09-23T22:00,8.3,0.00,0.00,4.0,84,7.9,8.7
2023-09-23T23:00,7.7,0.00,0.00,6.5,123,10.4,8.5
2023-09-24T00:00,7.9,0.30,0.00,9.7,160,15.8,8.6
2023-09-24T01:00,9.5,0.00,0.00,11.5,167,19.1,9.2
2023-09-24T02:00,10.1,0.60,0.00,16.9,158,28.4,9.5
2023-09-24T03:00,10.2,2.70,0.00,25.6,177,43.6,9.6
2023-09-24T04:00,10.5,1.50,0.00,23.8,198,43.6,9.7
2023-09-24T05:00,10.5,0.20,0.00,30.2,214,50.8,9.8
2023-09-24T06:00,10.7,0.00,0.00,28.4,205,50.4,10.2
2023-09-24T07:00,10.7,1.40,0.00,25.6,202,49.3,10.4
2023-09-24T08:00,11.1,0.10,0.00,22.7,192,44.6,10.8
2023-09-24T09:00,11.3,0.50,0.00,34.9,220,58.7,10.8
2023-09-24T10:00,11.5,0.00,0.00,34.9,205,59.0,10.9
2023-09-24T11:00,10.9,0.50,0.00,32.0,207,59.0,11.1
2023-09-24T12:00,11.3,0.40,0.00,31.7,218,53.3,11.1
2023-09-24T13:00,10.9,0.80,0.00,33.5,213,56.2,11.2
2023-09-24T14:00,11.0,0.20,0.00,33.8,216,60.5,10.8
2023-09-24T15:00,11.0,1.60,0.00,34.9,222,63.7,10.7
2023-09-24T16:00,10.7,0.00,0.00,35.3,221,60.1,10.5
2023-09-24T17:00,10.6,0.00,0.00,33.1,217,59.8,10.4
2023-09-24T18:00,10.4,0.10,0.00,29.9,217,53.6,10.0
2023-09-24T19:00,10.3,0.10,0.00,28.1,216,49.7,9.9
2023-09-24T20:00,9.8,0.00,0.00,26.3,214,46.8,9.7
2023-09-24T21:00,10.0,0.00,0.00,17.3,199,42.8,9.5
2023-09-24T22:00,9.8,0.00,0.00,19.8,179,33.8,9.4
2023-09-24T23:00,9.5,0.00,0.00,13.7,163,33.1,9.3
2023-09-25T00:00,9.2,0.00,0.00,10.8,167,24.1,9.3
2023-09-25T01:00,9.4,0.00,0.00,10.1,153,17.6,9.2
2023-09-25T02:00,9.5,0.00,0.00,10.8,155,17.6,9.2
2023-09-25T03:00,9.3,0.10,0.00,8.3,94,14.4,9.1
2023-09-25T04:00,9.3,0.00,0.00,9.7,89,16.2,9.1
2023-09-25T05:00,9.7,0.00,0.00,10.8,91,18.4,9.1
2023-09-25T06:00,10.0,0.00,0.00,9.0,127,19.1,9.2
2023-09-25T07:00,10.5,0.10,0.00,10.8,143,18.7,9.5
2023-09-25T08:00,10.7,0.30,0.00,11.2,127,19.1,9.7
2023-09-25T09:00,10.8,0.50,0.00,11.9,96,20.9,10.1
2023-09-25T10:00,10.9,0.10,0.00,11.2,106,19.1,10.3
2023-09-25T11:00,11.6,0.20,0.00,20.2,163,33.8,10.6
2023-09-25T12:00,12.8,0.80,0.00,20.9,167,35.6,10.9
2023-09-25T13:00,12.8,2.00,0.00,23.8,176,40.3,11.0
2023-09-25T14:00,12.5,1.70,0.00,27.4,177,47.5,11.1
2023-09-25T15:00,12.6,1.60,0.00,27.4,194,48.6,11.3
2023-09-25T16:00,13.1,0.00,0.00,27.7,202,48.2,11.6
2023-09-25T17:00,13.1,0.00,0.00,20.2,192,46.4,11.2
2023-09-25T18:00,13.7,0.00,0.00,21.6,191,36.7,11.3
2023-09-25T19:00,13.3,0.00,0.00,26.6,186,45.4,11.4
2023-09-25T20:00,13.1,0.00,0.00,25.6,186,46.4,11.4
2023-09-25T21:00,13.1,0.00,0.00,29.2,197,50.0,11.4
2023-09-25T22:00,13.1,0.00,0.00,29.9,199,50.4,11.5
2023-09-25T23:00,13.1,0.10,0.00,28.8,198,50.4,11.4
2023-09-26T00:00,13.0,0.40,0.00,28.1,195,49.7,11.6
2023-09-26T01:00,13.3,0.00,0.00,33.1,209,56.2,11.6
2023-09-26T02:00,13.3,0.00,0.00,31.0,194,55.8,11.7
2023-09-26T03:00,13.2,0.00,0.00,35.6,208,59.8,11.7
2023-09-26T04:00,12.9,0.00,0.00,36.4,211,67.3,11.6
2023-09-26T05:00,13.1,0.00,0.00,34.9,198,62.6,11.5
2023-09-26T06:00,13.1,0.00,0.00,36.7,201,63.4,11.7
2023-09-26T07:00,13.3,0.00,0.00,39.6,210,67.0,11.7
2023-09-26T08:00,13.5,0.00,0.00,39.2,215,67.7,12.0
2023-09-26T09:00,13.4,0.00,0.00,36.7,209,69.1,12.1
2023-09-26T10:00,13.3,0.00,0.00,34.2,207,61.6,12.2
2023-09-26T11:00,12.6,0.40,0.00,33.5,204,57.6,12.0
2023-09-26T12:00,12.4,1.40,0.00,30.6,196,57.6,12.2
2023-09-26T13:00,13.1,0.10,0.00,32.4,201,54.4,12.4
2023-09-26T14:00,13.3,0.00,0.00,31.0,207,54.7,12.4
2023-09-26T15:00,13.7,0.00,0.00,26.6,201,47.5,12.5
2023-09-26T16:00,14.4,0.00,0.00,24.1,199,45.0,12.4
2023-09-26T17:00,14.0,0.00,0.00,20.5,195,40.3,12.2
2023-09-26T18:00,13.5,0.00,0.00,19.4,191,34.2,12.0
2023-09-26T19:00,12.9,0.00,0.00,19.1,189,33.1,11.8
2023-09-26T20:00,12.1,0.00,0.00,14.0,188,32.0,11.4
2023-09-26T21:00,11.3,0.00,0.00,9.7,169,21.6,10.7
2023-09-26T22:00,11.2,0.00,0.00,10.8,146,17.6,10.0
2023-09-26T23:00,12.2,0.00,0.00,10.1,91,17.6,10.0
2023-09-27T00:00,12.7,0.00,0.00,11.5,72,18.0,10.4
2023-09-27T01:00,12.8,0.00,0.00,15.5,69,25.9,10.2
2023-09-27T02:00,12.8,0.00,0.00,12.2,80,26.6,10.0
2023-09-27T03:00,12.9,0.00,0.00,10.4,97,18.7,10.1
2023-09-27T04:00,12.5,0.00,0.00,9.7,108,16.2,10.1
2023-09-27T05:00,12.7,0.00,0.00,10.4,131,16.9,10.2
2023-09-27T06:00,12.6,0.00,0.00,15.5,151,25.9,10.5
2023-09-27T07:00,12.9,0.00,0.00,18.0,158,30.6,10.9
2023-09-27T08:00,13.4,0.00,0.00,15.8,168,30.6,11.6
2023-09-27T09:00,14.1,0.00,0.00,22.7,185,38.9,12.7
2023-09-27T10:00,14.6,0.00,0.00,23.8,195,41.0,12.6
2023-09-27T11:00,14.8,0.00,0.00,20.5,197,41.4,12.1
2023-09-27T12:00,14.3,0.00,0.00,19.4,197,33.8,12.1
2023-09-27T13:00,14.1,0.00,0.00,19.1,203,33.5,12.2
2023-09-27T14:00,13.8,0.00,0.00,18.7,210,32.4,12.0
2023-09-27T15:00,13.6,0.00,0.00,18.7,221,32.8,12.0
2023-09-27T16:00,12.9,0.00,0.00,19.1,237,33.1,11.6
2023-09-27T17:00,12.5,0.00,0.00,18.7,229,32.0,11.5
2023-09-27T18:00,12.2,0.00,0.00,16.6,228,30.6,11.6
2023-09-27T19:00,11.9,0.00,0.00,15.5,218,27.7,11.4
2023-09-27T20:00,11.6,0.00,0.00,15.5,229,28.1,11.2
2023-09-27T21:00,11.4,0.00,0.00,15.1,231,26.6,11.1
2023-09-27T22:00,11.3,0.00,0.00,15.1,241,25.9,10.8
2023-09-27T23:00,11.2,0.00,0.00,15.8,248,26.6,10.7
2023-09-28T00:00,11.0,0.00,0.00,16.6,262,29.2,10.6
2023-09-28T01:00,10.4,0.00,0.00,12.2,254,27.4,10.4
2023-09-28T02:00,10.1,0.00,0.00,6.5,220,20.2,10.4
2023-09-28T03:00,9.7,0.10,0.00,16.2,199,27.0,10.4
2023-09-28T04:00,9.2,0.00,0.00,7.6,201,29.5,10.4
2023-09-28T05:00,9.7,0.00,0.00,6.8,161,12.6,10.5
2023-09-28T06:00,10.2,0.00,0.00,10.1,156,17.3,10.7
2023-09-28T07:00,10.4,0.00,0.00,9.7,157,16.9,10.9
2023-09-28T08:00,10.8,0.00,0.00,9.4,123,16.6,11.3
2023-09-28T09:00,11.9,0.00,0.00,10.1,83,18.0,11.4
2023-09-28T10:00,12.6,0.00,0.00,10.4,97,18.4,11.9
2023-09-28T11:00,13.3,0.00,0.00,13.0,113,21.2,12.0
2023-09-28T12:00,14.4,0.00,0.00,14.8,130,25.2,12.1
2023-09-28T13:00,14.7,0.00,0.00,18.4,148,31.3,12.1
2023-09-28T14:00,15.2,0.00,0.00,18.0,151,32.8,12.2
2023-09-28T15:00,15.0,0.00,0.00,15.8,150,29.5,12.0
2023-09-28T16:00,14.9,0.00,0.00,20.5,165,36.7,11.9
2023-09-28T17:00,14.6,0.00,0.00,22.7,163,41.0,11.9
2023-09-28T18:00,14.5,0.00,0.00,16.9,167,37.4,11.8
2023-09-28T19:00,14.8,0.00,0.00,22.3,171,38.9,11.8
2023-09-28T20:00,14.3,0.30,0.00,19.4,170,38.2,11.8
2023-09-28T21:00,13.9,0.20,0.00,19.8,167,33.5,11.7
2023-09-28T22:00,13.3,1.00,0.00,24.5,179,42.8,11.8
2023-09-28T23:00,13.2,0.60,0.00,26.6,193,47.5,12.0
2023-09-29T00:00,13.3,0.20,0.00,26.6,195,52.2,12.1
2023-09-29T01:00,13.5,0.20,0.00,27.4,197,46.4,12.0
2023-09-29T02:00,13.3,0.50,0.00,27.0,197,46.8,12.1
2023-09-29T03:00,13.3,0.10,0.00,25.6,191,47.2,11.9
2023-09-29T04:00,13.2,0.30,0.00,33.8,208,56.9,11.9
2023-09-29T05:00,12.8,0.00,0.00,28.8,208,57.2,11.8
2023-09-29T06:00,12.4,0.00,0.00,26.6,204,51.5,11.8
2023-09-29T07:00,12.0,0.20,0.00,24.5,203,44.6,11.8
2023-09-29T08:00,12.1,0.10,0.00,23.4,205,46.4,11.8
2023-09-29T09:00,12.1,0.10,0.00,19.8,196,40.0,11.5
2023-09-29T10:00,12.3,0.10,0.00,18.0,195,33.5,11.9
2023-09-29T11:00,12.8,0.20,0.00,18.4,202,32.4,11.8
2023-09-29T12:00,13.4,0.50,0.00,15.5,196,31.0,12.0
2023-09-29T13:00,13.4,0.20,0.00,14.4,190,25.9,11.9
2023-09-29T14:00,12.8,0.40,0.00,14.8,202,25.9,11.9
2023-09-29T15:00,12.5,0.30,0.00,18.0,184,30.2,11.7
2023-09-29T16:00,11.9,0.10,0.00,15.5,180,30.2,11.4
2023-09-29T17:00,11.7,0.20,0.00,11.9,183,25.6,11.1
2023-09-29T18:00,11.7,0.50,0.00,11.2,188,20.9,11.0
2023-09-29T19:00,11.6,0.10,0.00,9.7,180,18.4,10.8
2023-09-29T20:00,11.4,0.10,0.00,8.3,165,16.2,10.5
2023-09-29T21:00,11.3,0.00,0.00,8.3,154,13.7,10.8
2023-09-29T22:00,11.1,0.00,0.00,7.2,128,13.7,10.6
2023-09-29T23:00,10.9,0.00,0.00,6.8,136,12.2,10.3
2023-09-30T00:00,10.9,0.00,0.00,10.8,179,18.0,10.0
2023-09-30T01:00,10.8,0.00,0.00,9.7,170,17.6,10.3
2023-09-30T02:00,10.9,0.00,0.00,9.7,178,16.6,10.4
2023-09-30T03:00,10.7,0.00,0.00,8.6,186,15.8,10.4
2023-09-30T04:00,10.7,0.10,0.00,9.7,186,17.3,10.4
2023-09-30T05:00,10.7,0.30,0.00,7.6,183,16.2,10.4
2023-09-30T06:00,10.8,0.00,0.00,8.3,171,14.4,10.6
2023-09-30T07:00,11.0,0.00,0.00,9.4,185,15.5,10.9
2023-09-30T08:00,11.4,0.00,0.00,10.4,194,17.6,11.3
2023-09-30T09:00,12.3,0.00,0.00,10.1,207,16.9,10.9
2023-09-30T10:00,12.8,0.00,0.00,14.0,259,23.0,11.4
2023-09-30T11:00,13.0,0.00,0.00,13.7,259,24.1,11.6
2023-09-30T12:00,13.1,0.10,0.00,13.7,265,23.0,11.6
2023-09-30T13:00,11.8,0.00,0.00,15.5,278,25.9,11.4
2023-09-30T14:00,11.0,0.00,0.00,15.8,270,26.6,11.1
2023-09-30T15:00,10.4,0.60,0.00,18.4,317,31.0,10.8
2023-09-30T16:00,10.2,0.60,0.00,19.1,328,31.3,10.7
2023-09-30T17:00,9.7,0.60,0.00,19.4,328,31.3,10.6
2023-09-30T18:00,9.5,0.20,0.00,23.8,335,38.2,10.4
2023-09-30T19:00,9.6,0.00,0.00,21.6,331,38.5,10.2
2023-09-30T20:00,9.5,0.00,0.00,20.9,318,34.9,10.1
2023-09-30T21:00,9.0,0.00,0.00,20.9,304,37.8,9.8
2023-09-30T22:00,8.9,0.00,0.00,20.2,305,33.8,9.7
2023-09-30T23:00,8.7,0.30,0.00,19.4,302,40.7,9.7
2023-10-01T00:00,8.7,0.30,0.00,22.3,317,35.6,9.7
2023-10-01T01:00,8.8,0.10,0.00,22.0,322,39.6,9.5
2023-10-01T02:00,8.8,0.00,0.00,22.3,320,38.9,9.6
2023-10-01T03:00,8.6,0.00,0.00,21.6,313,35.3,9.1
2023-10-01T04:00,8.4,0.10,0.00,20.2,311,37.4,9.2
